Manufacturer,Model,Description,AorM,Transmission,Engine Capacity,Fuel Type,Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Euro standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],Date of change,Fuel Cost 12000 Miles,Tax band,Standard 12 months,Standard 6 Months,1st year 12 months,1st year 6 months,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 CDI with 18 inch rear wheels,Manual,M6,1796,Diesel,5.6,4.1,4.6,50.4,68.9,61.4,121,5,72.0,348,,150,175,0.1,,"£1,306.05",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 CDI with 18 inch rear wheels,Automatic,A7,1796,Diesel,5.5,4.2,4.7,51.4,67.3,60.1,122,5,71.0,227,,160,179,0.5,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 16 inch rear wheels,Automatic,A7,1595,Petrol,7.9,4.7,5.9,35.8,60.1,47.9,138,5,72.0,177,41,12,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 16 inch rear wheels,Manual,M6,1595,Petrol,8.0,4.7,5.9,35.3,60.1,47.9,138,5,72.0,101,44,13,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 17 inch rear wheels,Automatic,A7,1595,Petrol,8.1,4.9,6.1,34.9,57.6,46.3,141,5,72.0,177,41,12,,,,"£1,637.74",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 17 inch rear wheels,Manual,M6,1595,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,141,5,72.0,101,44,13,,,,"£1,637.74",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 18 inch rear wheels,Manual,M6,1595,Petrol,8.3,5.0,6.2,34.0,56.5,45.6,144,5,72.0,101,44,13,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 180 with 18 inch rear wheels,Automatic,A7,1595,Petrol,8.3,5.0,6.2,34.0,56.5,45.6,145,5,72.0,177,41,12,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 16 inch rear wheels,Manual,M6,1796,Diesel,5.4,3.8,4.4,52.3,74.3,64.2,115,5,74.0,348,,150,175,0.1,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 16 inch rear wheels,Automatic,A7,1796,Diesel,5.3,3.9,4.4,53.3,72.4,64.2,116,5,72.0,227,,160,179,0.5,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 17 inch rear wheels,Manual,M6,1796,Diesel,5.5,4.0,4.5,51.4,70.6,62.8,118,5,74.0,348,,150,175,0.1,,"£1,276.93",C,£30.00,NA,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 17 inch rear wheels,Automatic,A7,1796,Diesel,5.4,4.1,4.6,52.3,68.9,61.4,119,5,72.0,227,,160,179,0.5,,"£1,306.05",C,£30.00,NA,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 18 inch rear wheels,Manual,M6,1796,Diesel,5.6,4.1,4.6,50.4,68.9,61.4,121,5,74.0,348,,150,175,0.1,,"£1,306.05",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 CDI with 18 inch rear wheels,Automatic,A7,1796,Diesel,5.5,4.2,4.7,51.4,67.3,60.1,122,5,72.0,227,,160,179,0.5,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 with 16 inch rear wheels,Manual,M6,1595,Petrol,8.0,4.7,5.9,35.3,60.1,47.9,138,5,74.0,101,44,13,,,,"£1,583.03",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 with 17 inch rear wheels,Automatic,A7,1595,Petrol,8.1,4.9,6.1,34.9,57.6,46.3,141,5,73.0,177,41,12,,,,"£1,637.74",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 with 17 inch rear wheels,Manual,M6,1595,Petrol,8.2,4.9,6.1,34.4,57.6,46.3,141,5,74.0,101,44,13,,,,"£1,637.74",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 with 18 inch rear wheels,Manual,M6,1595,Petrol,8.3,5.0,6.2,34.0,56.5,45.6,144,5,74.0,101,44,13,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,B-Class Model Year 2012,B 200 with 18 inch rear wheels,Automatic,A7,1595,Petrol,8.3,5.0,6.2,34.0,56.5,45.6,145,5,73.0,177,41,12,,,,"£1,662.88",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.0,5.8,7.0,31.4,48.7,40.4,162,5,73.0,165,48,33,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Manual,M6,1796,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,169,5,74.0,515,40,23,,,,"£1,959.36",H,£195.00,£107.25,£275.00,NA,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.3,4.3,5.1,44.8,65.7,55.4,133,5,72.0,241,,145,165,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,139,5,70.0,163,,160,172,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.5,4.6,5.3,43.5,61.4,53.3,139,5,71.0,54,,146,156,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.8,4.6,5.4,41.5,61.4,52.3,143,5,72.0,210,,170,183,0.0,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 250 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.1,5.7,7.0,31.0,49.6,40.4,163,5,73.0,255,48,19,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 350 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,3498,Petrol,9.6,5.6,7.0,29.4,50.4,40.4,164,5,71.0,118,55,20,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Coupé Model Year 2012,C 63 AMG with 18 inch & 19 inch rear wheels,Automatic,A7,6208,Petrol,18.2,8.4,12.0,15.5,33.6,23.5,280,5,74.0,302,28,34,,,,"£3,226.69",M,£475.00,£261.25,"£1,030.00",NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,155,5,71.0,165,48,33,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Manual,M6,1796,Petrol,9.3,5.4,6.8,30.4,52.3,41.5,160,5,72.0,515,40,23,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.8,5.5,6.7,32.1,51.4,42.2,157,5,71.0,165,48,33,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 17 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,160,5,71.0,165,48,33,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 17 inch rear wheels ECO Start/Stop,Manual,M6,1796,Petrol,9.5,5.7,7.1,29.7,49.6,39.8,166,5,72.0,515,40,23,,,,"£1,905.21",H,£195.00,£107.25,£275.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.0,5.8,7.0,31.4,48.7,40.4,163,5,71.0,165,48,33,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Manual,M6,1796,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,176,5,72.0,515,40,23,,,,"£2,011.33",I,£215.00,£118.25,£325.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 16 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,127,5,74.0,200,,159,175,1.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 16 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.2,4.5,5.1,45.6,62.8,55.4,134,5,70.0,68,,157,168,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.2,4.4,5.0,45.6,64.2,56.5,133,5,74.0,200,,159,175,1.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,140,5,70.0,68,,157,168,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.4,4.8,5.4,44.1,58.9,52.3,141,5,74.0,200,,159,175,1.0,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 200 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.5,4.9,5.5,43.5,57.6,51.4,144,5,70.0,68,,157,168,0.0,,"£1,560.14",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 16 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.0,4.0,4.7,47.1,70.6,60.1,124,5,72.0,241,,145,165,0.0,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 16 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.3,4.3,5.1,44.8,65.7,55.4,134,5,70.0,163,,160,172,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.1,4.2,4.9,46.3,67.3,57.6,128,5,72.0,241,,145,165,0.0,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,136,5,70.0,163,,160,172,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.3,4.5,5.2,44.8,62.8,54.3,135,5,72.0,241,,145,165,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,138,5,70.0,163,,160,172,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 CDI with 16 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.3,4.3,5.1,44.8,65.7,55.4,134,5,71.0,54,,146,156,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.4,4.3,5.1,44.1,65.7,55.4,132,5,72.0,210,,170,183,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,136,5,71.0,54,,146,156,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.6,5.3,44.1,61.4,53.3,138,5,71.0,54,,146,156,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.7,4.6,5.4,42.2,61.4,52.3,141,5,72.0,210,,170,183,0.0,,"£1,533.30",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,155,5,73.0,354,56,15,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 with 17 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.0,5.6,6.8,31.4,50.4,41.5,159,5,73.0,354,56,15,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 250 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.1,5.7,6.9,31.0,49.6,40.9,162,5,73.0,354,56,15,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 350 CDI with 17 inch rear wheels,Automatic,A7,2987,Diesel,7.3,5.4,6.0,38.7,52.3,47.1,159,5,71.0,359,,152,203,0.0,,"£1,702.58",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 350 CDI with 18 inch rear wheels,Automatic,A7,2987,Diesel,7.4,5.4,6.2,38.2,52.3,45.6,162,5,71.0,359,,152,203,0.0,,"£1,758.58",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 350 with 17 inch rear wheels ECO Start/Stop,Automatic,A7,3498,Petrol,9.7,5.6,7.1,29.1,50.4,39.8,165,5,71.0,118,55,20,,,,"£1,905.21",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 350 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,3498,Petrol,9.9,5.8,7.3,28.5,48.7,38.7,170,5,71.0,118,55,20,,,,"£1,959.36",H,£195.00,£107.25,£275.00,NA,,,
MERCEDES-BENZ,C-Class Estate Model Year 2012,C 63 AMG with 18 inch & 19 inch rear wheels,Automatic,A7,6208,Petrol,18.6,8.5,12.2,15.2,33.2,23.2,285,5,74.0,302,28,34,,,,"£3,268.42",M,£475.00,£261.25,"£1,030.00",NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 195/60 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.7,5.0,6.4,32.5,56.5,44.1,148,5,71.0,165,48,33,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 195/60 Tyres ECO Start/Stop,Manual,M6,1796,Petrol,9.3,5.2,6.7,30.4,54.3,42.2,157,5,72.0,515,40,23,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.7,5.1,6.5,32.5,55.4,43.5,150,5,71.0,165,48,33,,,,"£1,743.16",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Manual,M6,1796,Petrol,9.3,5.3,6.8,30.4,53.3,41.5,159,5,72.0,515,40,23,,,,"£1,827.16",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.8,5.2,6.6,32.1,54.3,42.8,152,5,71.0,165,48,33,,,,"£1,771.67",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 16 inch rear wheels 225/50 Tyres ECO Start/Stop,Manual,M6,1796,Petrol,9.4,5.4,6.9,30.1,52.3,40.9,161,5,72.0,515,40,23,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 17 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,8.8,5.4,6.7,32.1,52.3,42.2,155,5,71.0,165,48,33,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 17 inch rear wheels ECO Start/Stop,Manual,M6,1796,Petrol,9.4,5.5,7.0,30.1,51.4,40.4,162,5,72.0,515,40,23,,,,"£1,876.91",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,8.9,5.7,6.9,31.7,49.6,40.9,160,5,71.0,165,48,33,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 180 with 18 inch rear wheels ECO Start/Stop,Manual,M6,1796,Petrol,9.6,5.9,7.3,29.4,47.9,38.7,169,5,72.0,515,40,23,,,,"£1,959.36",H,£195.00,£107.25,£275.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 195/60 Tyres ECO Start/Stop,Manual,M6,2143,Diesel,5.9,4.1,4.8,47.9,68.9,58.9,125,5,74.0,200,,159,175,1.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 195/60 Tyres ECO Start/Stop,Automatic,A7,2143,Diesel,6.1,4.3,4.9,46.3,65.7,57.6,129,5,70.0,68,,157,168,0.0,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Manual,M6,2143,Diesel,6.0,4.2,4.9,47.1,67.3,57.6,127,5,74.0,200,,159,175,1.0,,"£1,392.21",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,2143,Diesel,6.1,4.4,5.0,46.3,64.2,56.5,131,5,70.0,68,,157,168,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 225/50 Tyres ECO Start/Stop,Manual,M6,2143,Diesel,6.0,4.3,5.0,47.1,65.7,56.5,130,5,74.0,200,,159,175,1.0,,"£1,419.32",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 16 inch rear wheels 225/50 Tyres ECO Start/Stop,Automatic,A7,2143,Diesel,6.2,4.4,5.0,45.6,64.2,56.5,133,5,70.0,68,,157,168,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.1,4.4,5.0,46.3,64.2,56.5,131,5,74.0,200,,159,175,1.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.3,4.5,5.1,44.8,62.8,55.4,135,5,70.0,68,,157,168,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.3,4.7,5.3,44.8,60.1,53.3,139,5,74.0,200,,159,175,1.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 200 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.7,5.3,44.1,60.1,53.3,140,5,70.0,68,,157,168,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Manual,M6,2143,Diesel,5.6,3.7,4.4,50.4,76.3,64.2,117,5,72.0,241,,145,165,0.0,,"£1,249.09",C,£30.00,NA,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,2143,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,125,5,70.0,163,,160,172,0.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,5.9,3.9,4.7,47.9,72.4,60.1,123,5,72.0,241,,145,165,0.0,,"£1,334.30",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,131,5,70.0,163,,160,172,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.3,4.3,5.1,44.8,65.7,55.4,133,5,72.0,241,,145,165,0.0,,"£1,447.50",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 220 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,136,5,70.0,163,,160,172,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 CDI with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,2143,Diesel,6.0,4.1,4.8,47.1,68.9,58.9,125,5,71.0,54,,146,156,0.0,,"£1,361.48",D,£100.00,£55.00,£0.00,NA,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 CDI with 17 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.2,4.3,5.0,45.6,65.7,56.5,131,5,71.0,54,,146,156,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 CDI with 17 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.3,4.2,5.0,44.8,67.3,56.5,131,5,72.0,210,,170,183,0.0,,"£1,419.32",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Automatic,A7,2143,Diesel,6.4,4.5,5.2,44.1,62.8,54.3,136,5,71.0,54,,145,157,0.0,,"£1,476.82",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 CDI with 18 inch rear wheels ECO Start/Stop,Manual,M6,2143,Diesel,6.7,4.5,5.3,42.2,62.8,53.3,140,5,72.0,210,,170,183,0.0,,"£1,504.53",E,£120.00,£66.00,£120.00,£66.00,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 with 16 inch rear wheels 205/55 Tyres ECO Start/Stop,Automatic,A7,1796,Petrol,8.7,5.1,6.4,32.5,55.4,44.1,150,5,73.0,354,56,15,,,,"£1,719.44",F,£135.00,£74.25,£135.00,£74.25,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 with 17 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,156,5,73.0,354,56,15,,,,"£1,796.85",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 250 with 18 inch rear wheels ECO Start/Stop,Automatic,A7,1796,Petrol,9.0,5.6,6.9,31.4,50.4,40.9,161,5,73.0,354,56,15,,,,"£1,853.97",G,£170.00,£93.50,£170.00,£93.50,,,
MERCEDES-BENZ,C-Class Saloon Model Year 2012,C 350 CDI with 17 inch rear wheels,Automatic,A7,2987,Diesel,7.2,5.2,5.9,39.2,54.3,47.9,154,5,71.0,359,,152,203,0.0,,"£1,674.14",G,£170.00,£93.50,£170.00,£93.50,,,
